userWallet,num_actions,num_deposits,num_borrows,num_repays,num_redeems,num_liquidations,total_deposit,total_borrow,total_repay,total_redeem,repay_to_borrow_ratio,net_flow,active_days,time_span_days,unique_assets_used
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,98,64,38,53,0,7.932648299989014e+22,3.342662489293028e+22,8.000894335516522e+21,3.93638891049569e+22,0.23935693062474606,3.996259389493324e+22,60,102,8
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,1,0,0,0,0,4674990964187967.0,0.0,0.0,0.0,0.0,4674990964187967.0,1,1,1
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,29,5,5,16,3,0,1.52000000000005e+22,4500000000.0,1380602617.0,1503137603.0,0.30680058155555556,1.5199999999998995e+22,16,129,4
0x002de04d579930686698abab5f48bda0b24fb9fc,85,32,13,15,25,0,9.561601228095397e+21,42533281825.0,42583466718.0,1.7769797761859955e+19,1.0011798970323165,9.543831430333536e+21,14,81,7
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,4,1,1,1,1,0,2.1457e+22,2.5e+21,2.5e+21,2.1457e+22,1.0,0.0,1,1,2
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,6,1,0,0,5,0,15000000.0,0.0,0.0,8.50816325133302e+19,0.0,-8.50816325133152e+19,4,72,3
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,1,0,0,0,0,12183.0,0.0,0.0,0.0,0.0,12183.0,1,1,1
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,108,61,26,12,9,0,3.8119796786499373e+21,1.500000000029125e+20,2509969106.0,1.8199992905966929e+21,1.6733127373008433e-11,1.9919803880532444e+21,34,106,6
0x0030040e8d836ac3e546c354f9b373e70a14deeb,2,0,0,0,2,0,0.0,0.0,0.0,44842195767.0,0.0,-44842195767.0,1,1,2
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,58,35,23,0,0,0,9.647786848111267e+21,4.95000000000615e+21,0.0,0.0,0.0,9.647786848111267e+21,25,41,6
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,1,0,0,0,0,6764030347976762.0,0.0,0.0,0.0,0.0,6764030347976762.0,1,1,1
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,3,1,0,0,2,0,197000000.0,0.0,0.0,197981473.0,0.0,-981473.0,3,34,1
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,2,0,0,0,0,2200000.0,0.0,0.0,0.0,0.0,2200000.0,2,6,1
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,1,0,0,0,0,165694780930095.0,0.0,0.0,0.0,0.0,165694780930095.0,1,1,1
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,67,37,11,11,8,0,9.440670629086128e+22,5.404812000007117e+22,5.417605170497536e+22,9.454068999999999e+22,1.002366996389588,-1.3398370913870886e+20,31,74,6
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,1,0,0,0,0,512154521788658.0,0.0,0.0,0.0,0.0,512154521788658.0,1,1,1
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,2,0,0,0,0,32765593476.0,0.0,0.0,0.0,0.0,32765593476.0,1,1,2
0x0030ee334630838ea4dee0b4b6ecbc973529031f,16,8,7,1,0,0,4.145e+21,5.500000000038e+20,1806279483.0,0.0,3.2841445145227643e-12,4.145e+21,7,75,3
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,1,0,0,0,0,1.0711849113594033e+18,0.0,0.0,0.0,0.0,1.0711849113594033e+18,1,1,1
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,2,0,0,0,0,3e+19,0.0,0.0,0.0,0.0,3e+19,1,1,2
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,523,179,154,148,42,0,2.0523579688830937e+24,3.7556284400034154e+24,4.338433215427062e+23,3.450285449372011e+23,0.11551816918883266,1.7073294239458926e+24,98,104,7
0x003325d3054cd7668fb16f19ea11bae6d02a474c,5,0,0,0,5,0,0.0,0.0,0.0,2005930544632.0,0.0,-2005930544632.0,4,7,2
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,162,59,45,21,37,0,5.283732265103468e+25,3.49646e+25,3.500299846516112e+25,5.287255563412144e+25,1.0010982097653376,-3.5232983086759e+22,12,25,2
0x0034d2a08772822866b08d2c585e5c8e25723760,1,1,0,0,0,0,4.76e+20,0.0,0.0,0.0,0.0,4.76e+20,1,1,1
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,5,0,0,0,5,0,0.0,0.0,0.0,6.548688628031852e+19,0.0,-6.548688628031852e+19,3,31,3
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,26,14,8,2,2,0,1.4043899585496102e+21,3.332233623786781e+20,913894665.0,1723511961.0,2.742588810329096e-12,1.4043899585478866e+21,8,21,3
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,1,0,0,0,0,1e+19,0.0,0.0,0.0,0.0,1e+19,1,1,1
0x0036534c48a754163f0f446601f36bcfda840f57,27,7,8,7,5,0,6.764733088455185e+20,1.6500000000125e+20,1.5004200209250884e+20,2.2646921046286965e+20,0.9093454672204373,4.5000409838264884e+20,5,13,5
0x00368bb9dba2ee83f3553feae59710b9c3743e09,11,9,1,0,1,0,6.00961657610252e+20,5e+20,0.0,199852176.0,0.0,6.009616576100522e+20,6,38,4
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,1,0,0,0,0,3992596985892630.0,0.0,0.0,0.0,0.0,3992596985892630.0,1,1,1
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,43,9,14,14,6,0,1.8875272977127173e+21,2.020000000002401e+21,1.4002145576161924e+21,7.999950775844998e+20,0.6931755235715485,1.0875322201282175e+21,9,57,5
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,12,4,2,2,4,0,1.4036387132020115e+21,4.274986215513806e+20,4.3111095045449574e+20,1.4005734188325014e+21,1.008449919417298,3.0652943695101297e+18,3,71,3
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,1,0,0,0,0,1843331.0,0.0,0.0,0.0,0.0,1843331.0,1,1,1
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,9,3,0,0,6,0,49613617892.0,0.0,0.0,49624041277.0,0.0,-10423385.0,8,50,1
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,28,7,13,0,7,1,3.863706220943506e+19,6.304403429841318e+19,0.0,1.5776377328972968e+19,0.0,2.286068488046209e+19,9,68,6
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1,1,0,0,0,0,1100000.0,0.0,0.0,0.0,0.0,1100000.0,1,1,1
0x00389de87cae34a6f89e13cc8225c4984add8b37,610,328,100,76,106,0,1.484552936699508e+24,1.258220767454138e+24,1423714851667.0,2.0911005927950736e+22,1.1315302437327591e-12,1.4636419307715573e+24,52,59,8
